Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
LQDW,iShares Investment Grade Corporate Bond BuyWrite Strategy ETF,Bond,"$174,291,000",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$175,236,535.00","$1,513,340.00","$13,644,152.50","$176,975,415.00","$187,537,810.00","$187,537,810.00",Corporate Bonds,2022-08-18,0.34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,A-,N/A,N/A,N/A,N/A,6.59,0.00%,55.03%,149.2,10.93%,3.28%
FISR,SPDR SSGA Fixed Income Sector Rotation ETF,Bond,"$172,425,000",-1.16%,"43,094",$24.64,-0.85%,No,False,0.20%,1.32%,1.28%,-6.17%,N/A,"-$2,679,662.59","-$990,186.64","-$4,395,727.16","-$2,679,662.59","$432,293.21","$432,293.21",Total Bond Market,2019-04-02,0.50%,N/A,$0.80,2023-11-01,$0.07,3.23%,0.00,0.19,8,100.00%,40%,20%,1099,$23.89,$24.87,$24.58,$24.74,51.96,B,C+,N/A,C,A-,N/A,5.91,32.80%,37.22%,249.34,1.38%,0.50%
BWZ,SPDR Bloomberg Short Term International Treasury Bond ETF,Bond,"$169,151,000",-3.00%,"37,036",$25.90,-0.27%,No,False,-0.17%,0.69%,4.19%,-6.13%,-2.60%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,International Government Bonds,2009-01-15,0.35%,Charles Schwab,$0.41,2023-11-01,$0.04,1.56%,0.00,0.18,216,15.78%,40%,20%,1099,$25.54,$26.07,$25.85,$25.97,50.29,A-,B,B,A,C,A,6.05,45.18%,40.08%,1.6,0.00%,0.00%
IBHF,iShares iBonds 2026 Term High Yield and Income ETF,Bond,"$167,768,000",6.45%,"73,312",$22.38,-0.36%,No,False,-0.36%,0.99%,9.73%,N/A,N/A,"$46,853,420.00","$22,367,110.00","$26,801,610.00","$46,853,420.00","$46,853,420.00","$46,853,420.00",Corporate Bonds,2020-11-10,0.35%,N/A,$1.64,2023-11-01,$0.14,7.35%,0.00,0.34,225,15.73%,40%,20%,1099,$21.89,$22.57,$22.30,$22.51,56.22,C+,C+,N/A,B-,A,N/A,4.78,3.21%,19.70%,339.65,5.66%,1.50%
HTAB,Hartford Schroders Tax-Aware Bond ETF,Bond,"$166,218,000",-1.15%,"99,448",$18.34,-0.65%,No,False,1.05%,2.33%,4.11%,-2.98%,1.05%,"$16,149,445.00","-$10,946,000.00","-$1,121,050.00","$16,149,445.00","$18,301,545.00","$18,301,545.00",Total Bond Market,2018-04-18,0.39%,N/A,$0.61,2023-10-27,$0.05,3.30%,0.00,0.14,200,27.07%,40%,20%,1099,$17.58,$18.46,$18.28,$18.46,53.44,B-,B-,N/A,B+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HYGH,iShares Interest Rate Hedged High Yield Bond ETF,Bond,"$165,890,000",8.80%,"20,535",$82.87,-0.35%,No,False,0.11%,1.58%,11.38%,5.53%,3.74%,"$4,222,800.00",$0.00,"-$4,108,370.00","$4,222,800.00","$4,222,800.00","$4,222,800.00",High Yield Bonds,2014-05-27,0.52%,N/A,$7.22,2023-11-02,$0.75,8.70%,0.00,0.38,2,100.00%,40%,20%,1099,$80.40,$83.37,$82.66,$83.09,61.89,B-,C+,C,B-,B-,C,5.33,51.83%,28.03%,261.23,6.72%,2.43%
EMNT,PIMCO Enhanced Short Maturity Active ESG Exchange-Traded Fund,Bond,"$165,417,000",4.83%,"5,023",$97.93,0.06%,No,False,0.12%,0.50%,5.64%,1.53%,N/A,"$4,895,500.00",$0.00,"$4,895,500.00","$4,895,500.00","$4,895,500.00","$4,895,500.00",Total Bond Market,2019-12-10,0.25%,N/A,$4.96,2023-11-01,$0.41,5.06%,0.00,0.03,146,28.70%,40%,20%,1099,$97.44,$97.95,$97.90,$97.94,91.91,B-,B+,N/A,A,C+,N/A,7.17,92.42%,77.70%,28.7,0.89%,3.85%
FTSD,Franklin Short Duration U.S. Government ETF,Bond,"$165,230,000",3.23%,"22,342",$89.28,0.09%,No,False,0.19%,0.77%,4.21%,-0.18%,1.06%,"-$4,459,400.00",$0.00,"-$4,459,400.00","-$4,459,400.00","-$16,232,150.00","-$16,232,150.00",Mortgage Backed Securities,2013-11-04,0.25%,N/A,$3.50,2023-11-01,$0.37,3.93%,0.00,0.02,347,46.57%,40%,20%,1099,$88.19,$89.47,$89.21,$89.34,66.06,N/A,B,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FLTB,Fidelity Limited Term Bond ETF,Bond,"$163,266,000",2.53%,"15,471",$47.90,-0.33%,No,False,0.03%,0.73%,4.22%,-1.34%,1.48%,$0.00,$0.00,$0.00,$0.00,"-$7,780,260.00","-$7,780,260.00",Corporate Bonds,2014-10-06,0.25%,Fidelity,$1.49,2023-10-27,$0.14,3.09%,0.00,0.10,481,14.45%,40%,20%,1099,$47.32,$48.11,$47.83,$48.00,56.30,B,C+,C+,A-,C+,B+,6.3,77.61%,45.95%,272.76,6.60%,1.98%
IBHC,iShares iBonds 2023 Term High Yield & Income ETF,Bond,"$162,990,000",4.48%,"44,921",$23.62,-0.04%,No,False,0.30%,0.57%,5.52%,3.67%,N/A,"-$11,825,960.00",$0.00,"-$11,825,960.00","-$11,825,960.00","-$11,825,960.00","-$11,825,960.00",High Yield Bonds,2019-05-07,0.35%,N/A,$1.03,2023-11-01,$0.10,4.35%,0.00,0.23,31,89.55%,40%,20%,1099,$23.47,$23.61,$23.56,$23.66,58.80,B+,A-,B-,A,A,N/A,6.03,95.18%,39.69%,297.89,5.03%,1.87%
TBF,ProShares Short 20+ Year Treasury,Bond,"$161,382,000",15.67%,"821,153",$25.42,2.46%,Yes,-1x,-0.39%,-3.01%,9.44%,18.89%,2.05%,"-$48,571,905.00","-$29,377,330.00","-$55,225,675.00","-$48,571,905.00","-$51,743,865.00","-$51,743,865.00",Inverse Bonds,2009-08-20,0.92%,N/A,$0.79,2023-09-20,$0.22,3.17%,0.00,-0.05,4,100.00%,40%,20%,1099,$24.89,$27.20,$25.07,$25.70,50.00,A+,B-,A-,B-,A+,A+,0.0,N/A,N/A,N/A,N/A,N/A
FLRT,Pacer Pacific Asset Floating Rate High Income ETF,Bond,"$161,118,000",11.03%,"37,026",$46.46,-0.02%,No,False,0.39%,0.93%,14.01%,4.48%,3.86%,"-$3,757,924.00",$0.00,$0.00,"-$3,757,924.00","-$3,757,924.00","-$3,757,924.00",High Yield Bonds,2015-02-18,0.61%,N/A,$3.86,2023-10-26,$0.40,8.30%,0.00,0.25,128,30.50%,40%,20%,1099,$45.97,$46.47,$46.39,$46.50,70.79,B,C,B+,A,C+,C+,0.0,N/A,N/A,N/A,N/A,N/A
PAAA,PGIM AAA CLO ETF,N/A,"$158,527,000",N/A,"22,386",$50.36,0.04%,No,False,0.23%,0.67%,N/A,N/A,N/A,"$132,923,250.00",$0.00,$0.00,"$132,923,250.00","$132,923,250.00","$132,923,250.00",N/A,2023-07-19,0.19%,N/A,$0.80,2023-11-01,$0.29,1.59%,N/A,N/A,73,24.40%,40%,20%,1099,$50.06,$50.35,$50.34,$50.38,95.06,A-,A,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BHYB,Xtrackers USD High Yield BB-B ex Financials ETF,N/A,"$156,898,000",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$147,865,700.00",$0.00,"$147,865,700.00","$147,865,700.00","$147,865,700.00","$147,865,700.00",N/A,2023-10-27,0.20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1500,3.89%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBTK,iShares iBonds Dec 2030 Term Treasury ETF,Bond,"$153,556,000",-1.33%,"85,559",$18.82,-0.84%,No,False,0.11%,1.15%,0.76%,-6.81%,N/A,"$15,871,045.00","$1,878,970.00","$7,432,890.00","$15,871,045.00","$15,871,045.00","$15,871,045.00",Government Bonds,2020-07-14,0.07%,N/A,$0.55,2023-11-01,$0.06,2.94%,0.00,0.20,16,93.28%,40%,20%,1099,$18.33,$19.00,$18.77,$18.90,51.33,C+,B+,B-,B-,C,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,Bond,"$152,329,000",7.58%,"58,361",$21.17,-0.14%,No,False,0.33%,1.38%,9.82%,4.81%,2.79%,"$2,112,390.00",$0.00,"$2,112,390.00","$2,112,390.00","$4,315,020.00","$4,315,020.00",High Yield Bonds,2013-12-18,0.43%,2 Platforms,$1.23,2023-10-25,$0.11,5.83%,0.00,0.45,476,9.43%,40%,20%,1099,$20.66,$21.30,$21.05,$21.30,57.88,B+,B-,C,B-,B+,B-,5.49,69.04%,30.08%,221.68,4.68%,2.98%
MUSI,American Century Multisector Income ETF,Bond,"$151,925,000",1.16%,"16,323",$41.41,-0.50%,No,False,0.23%,0.88%,3.86%,N/A,N/A,"-$6,114,200.00",$0.00,"-$18,467,640.00","-$6,114,200.00","-$6,114,200.00","-$6,114,200.00",Total Bond Market,2021-06-29,0.36%,N/A,$2.26,2023-11-01,$0.22,5.43%,0.00,0.23,335,21.41%,40%,20%,1099,$40.33,$41.74,$41.31,$41.53,53.04,C+,B,N/A,B+,B-,N/A,6.03,43.35%,39.77%,224.6,2.80%,0.71%
PYLD,PIMCO Multisector Bond Active Exchange-Traded Fund,N/A,"$151,342,000",N/A,"101,994",$24.38,-0.45%,No,False,0.66%,1.77%,N/A,N/A,N/A,"$103,393,600.00","$2,928,400.00","$15,435,600.00","$103,393,600.00","$103,393,600.00","$103,393,600.00",N/A,2023-06-22,0.55%,N/A,$0.47,2023-11-01,$0.12,1.94%,N/A,N/A,353,37.92%,40%,20%,1099,$23.49,$24.55,$24.34,$24.45,57.32,A,B+,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FCAL,First Trust California Municipal High Income ETF,Bond,"$150,050,000",0.52%,"15,253",$47.53,-0.13%,No,False,0.92%,1.71%,4.58%,-1.33%,1.76%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,California Munis,2017-06-20,0.50%,N/A,$1.35,2023-10-24,$0.12,2.83%,0.00,0.15,244,12.80%,40%,20%,1099,$46.18,$47.66,$47.38,$47.72,55.42,A-,B+,N/A,A+,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GOVZ,iShares 25+ Year Treasury STRIPS Bond ETF,Bond,"$147,902,000",-16.67%,"250,921",$10.23,-3.58%,No,False,1.14%,5.74%,-9.42%,-22.64%,N/A,"$28,551,965.00","-$589,515.00","$10,057,695.00","$28,551,965.00","$28,551,965.00","$28,551,965.00",Government Bonds,2020-09-22,0.10%,N/A,$0.47,2023-11-01,$0.04,4.59%,0.00,0.55,26,78.22%,40%,20%,1099,$9.13,$10.51,$10.02,$10.47,50.11,B-,B-,C,C,C,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
CLOZ,Panagram BBB-B CLO ETF,N/A,"$145,656,000",N/A,"59,645",$26.11,0.12%,No,False,0.35%,0.50%,N/A,N/A,N/A,"$140,709,975.00",$0.00,"$18,136,000.00","$140,709,975.00","$140,709,975.00","$140,709,975.00",N/A,2023-01-24,0.50%,N/A,$1.77,2023-10-13,$0.15,6.81%,0.00,0.42,81,34.04%,N/A,N/A,N/A,$26.00,$26.13,$26.09,$26.16,62.52,A,B+,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBTM,iShares iBonds Dec 2032 Term Treasury ETF,Bond,"$145,552,000",-2.77%,"84,041",$21.86,-0.91%,No,False,0.23%,1.50%,-0.08%,N/A,N/A,"$134,961,715.00","$6,570,065.00","$19,505,455.00","$145,383,055.00","$147,769,305.00","$147,769,305.00",Government Bonds,2022-07-06,0.07%,N/A,$0.75,2023-11-01,$0.07,3.45%,0.00,-0.74,5,100.00%,40%,20%,1099,$21.15,$22.09,$21.79,$21.98,51.18,B-,B+,B-,B-,A,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
DFSB,Dimensional Global Sustainability Fixed Income ETF,Bond,"$144,612,000",1.99%,"13,927",$49.54,-0.82%,No,False,0.19%,1.55%,N/A,N/A,N/A,"$71,085,245.00",$0.00,"$4,917,825.00","$144,275,450.00","$144,275,450.00","$144,275,450.00",Total Bond Market,2022-11-15,0.24%,N/A,$1.77,2023-10-24,$0.61,3.55%,0.00,-0.50,392,18.84%,40%,20%,1099,$48.07,$49.95,$49.42,$49.79,53.55,B,A-,N/A,A-,B+,N/A,6.78,83.03%,62.85%,15.65,0.87%,2.16%
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,Bond,"$144,525,000",4.06%,"27,732",$46.23,-0.41%,No,False,-0.35%,0.16%,5.92%,0.19%,1.61%,"$22,009,089.09","$2,315,045.90","$19,694,200.92","$22,009,089.09","$22,009,089.09","$22,009,089.09",Total Bond Market,2016-04-13,0.45%,N/A,$2.03,2023-11-01,$0.18,4.40%,0.00,0.07,294,47.79%,40%,20%,1099,$46.11,$46.47,$46.15,$46.37,50.99,B,B-,N/A,A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBTL,iShares iBonds Dec 2031 Term Treasury ETF,Bond,"$140,450,000",-2.42%,"79,185",$19.47,-0.92%,No,False,0.13%,1.34%,-0.05%,N/A,N/A,"$23,231,100.00","$19,446,460.00","$20,387,715.00","$23,231,100.00","$23,231,100.00","$23,231,100.00",Government Bonds,2021-07-13,0.07%,N/A,$0.59,2023-11-01,$0.06,3.02%,0.00,-0.70,6,100.01%,40%,20%,1099,$18.88,$19.68,$19.41,$19.56,50.85,B-,A-,B-,B-,N/A,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
FLMI,Franklin Dynamic Municipal Bond ETF,Bond,"$139,150,000",1.61%,"37,064",$23.01,0.00%,No,False,1.28%,1.87%,5.47%,-0.78%,1.86%,"$9,123,000.00","$3,436,500.00","$6,838,000.00","$9,123,000.00","$9,123,000.00","$9,123,000.00",National Munis,2017-08-31,0.30%,N/A,$0.88,2023-11-01,$0.08,3.81%,0.00,0.15,405,19.70%,40%,20%,1099,$22.33,$23.07,$22.91,$23.17,56.73,B-,B-,N/A,B-,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JBND,JPMorgan Active Bond ETF,N/A,"$133,507,000",N/A,N/A,$50.16,-0.57%,No,False,0.38%,1.20%,N/A,N/A,N/A,"$31,962,500.00",$0.00,"$31,962,500.00","$31,962,500.00","$31,962,500.00","$31,962,500.00",N/A,2023-10-11,0.30%,N/A,$0.12,2023-11-01,$0.12,0.23%,N/A,N/A,325,44.48%,40%,20%,1099,$48.67,$50.52,$50.08,$50.32,56.85,N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JBBB,Janus Henderson B-BBB CLO ETF,Bond,"$132,639,000",11.75%,"35,317",$46.51,0.35%,No,False,0.55%,-0.83%,14.72%,N/A,N/A,"$49,140,000.00",$0.00,"$11,749,000.00","$49,140,000.00","$111,568,500.00","$111,568,500.00",Corporate Bonds,2022-01-11,0.50%,N/A,$3.77,2023-11-01,$0.32,8.10%,0.00,0.18,72,30.65%,40%,20%,1099,$46.21,$47.20,$46.41,$46.57,44.83,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PGHY,Invesco Global ex-US High Yield Corporate Bond ETF,Bond,"$132,321,000",4.48%,"124,671",$18.80,-0.37%,No,False,-0.16%,1.05%,6.46%,0.98%,1.56%,"-$23,492,350.00",$0.00,"-$8,355,150.00","-$23,492,350.00","-$23,492,350.00","-$23,492,350.00",High Yield Bonds,2013-06-20,0.35%,Charles Schwab,$1.43,2023-10-23,$0.15,7.55%,0.00,0.24,435,7.47%,40%,20%,1099,$18.34,$18.93,$18.77,$18.87,54.14,B+,B+,B-,B+,A-,B+,5.25,24.67%,26.85%,548.19,7.15%,2.46%
SPSK,SP Funds Dow Jones Global Sukuk ETF,Bond,"$130,788,000",-0.88%,"54,785",$17.31,-0.52%,No,False,0.06%,-0.12%,2.54%,-2.91%,N/A,"$3,024,170.00","$1,303,530.00","$3,024,170.00","$3,024,170.00","$3,024,170.00","$3,024,170.00",Total Bond Market,2019-12-30,0.59%,N/A,$0.38,2023-10-26,$0.03,2.21%,0.00,0.19,104,24.51%,40%,20%,1099,$17.05,$17.56,$17.23,$17.46,49.64,B,C+,N/A,A-,A-,N/A,4.43,0.92%,7.77%,1670.89,0.00%,0.35%
IBDY,iShares iBonds Dec 2033 Term Corporate ETF,N/A,"$128,666,000",N/A,"80,708",$23.94,-0.75%,No,False,0.46%,2.05%,N/A,N/A,N/A,"$118,749,175.00","$45,344,880.00","$62,919,975.00","$118,749,175.00","$118,749,175.00","$118,749,175.00",N/A,2023-06-21,0.10%,N/A,$0.37,2023-11-01,$0.09,1.54%,N/A,N/A,309,10.94%,40%,20%,1099,$22.94,$24.21,$23.84,$24.09,53.66,A,A,N/A,N/A,B+,N/A,6.66,71.58%,58.13%,417.87,14.10%,4.33%
IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,Bond,"$127,372,000",-0.23%,"49,324",$20.93,-0.66%,No,False,0.12%,1.03%,1.76%,-5.66%,N/A,"$22,903,925.00","$6,292,090.00","$16,649,395.00","$22,903,925.00","$22,903,925.00","$22,903,925.00",Government Bonds,2020-02-25,0.07%,N/A,$0.73,2023-11-01,$0.07,3.48%,0.00,0.08,16,75.33%,40%,20%,1099,$20.46,$21.10,$20.89,$21.01,52.09,C+,B,B,B-,B-,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
AGGH,Simplify Aggregate Bond ETF,Bond,"$126,979,000",2.40%,"76,491",$21.24,-0.28%,No,False,0.21%,1.84%,5.04%,N/A,N/A,"$123,513,550.00","$4,255,850.00","$23,648,000.00","$123,513,550.00","$124,163,850.00","$124,163,850.00",Total Bond Market,2022-02-14,0.33%,N/A,$1.85,2023-10-26,$0.20,8.67%,0.00,0.15,11,100.68%,40%,20%,1099,$20.44,$21.49,$21.18,$21.32,53.56,C,B,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FEMB,First Trust Emerging Markets Local Currency Bond ETF,Bond,"$126,344,000",11.51%,"48,097",$27.98,-0.32%,No,False,4.17%,6.59%,18.73%,-2.52%,0.31%,"-$8,202,583.50","-$4,165,200.00","-$8,202,583.50","-$8,202,583.50","-$8,202,583.50","-$8,202,583.50",Emerging Markets Bonds,2014-11-04,0.85%,N/A,$1.50,2023-10-24,$0.12,5.36%,0.00,0.43,52,43.07%,40%,20%,1099,$25.95,$28.01,$27.64,$28.15,61.61,B+,C,C+,B+,A,B-,5.02,76.56%,23.80%,2.13,0.00%,0.04%
LDSF,First Trust Low Duration Strategic Focus ETF,Bond,"$125,038,000",2.86%,"39,182",$18.34,-0.27%,No,False,0.23%,1.06%,4.24%,-0.72%,N/A,"-$4,580,600.00","-$1,838,600.00","-$3,668,900.00","-$4,580,600.00","-$580,400.00","-$580,400.00",Money Market,2019-01-03,0.79%,N/A,$0.73,2023-10-24,$0.07,3.97%,0.00,0.14,6,100.00%,40%,20%,1099,$18.01,$18.42,$18.31,$18.40,55.67,B+,B+,N/A,A,A+,N/A,6.53,58.08%,52.68%,175.36,3.17%,1.42%
GHYG,iShares US & Intl High Yield Corp Bond ETF,Bond,"$125,020,000",5.64%,"20,870",$41.63,-0.50%,No,False,0.10%,2.16%,11.49%,-0.57%,1.97%,"-$12,258,840.00",$0.00,$0.00,"-$12,258,840.00","-$12,258,840.00","-$12,258,840.00",High Yield Bonds,2012-04-03,0.40%,N/A,$2.35,2023-11-01,$0.22,5.65%,0.00,0.49,1500,3.19%,40%,20%,1099,$39.91,$42.07,$41.53,$41.81,57.99,B-,B,B,B-,B-,A,5.53,46.67%,30.65%,229.57,6.92%,3.35%
BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,Bond,"$124,821,000",0.61%,"30,735",$23.17,0.00%,No,False,0.78%,1.25%,3.64%,-1.62%,N/A,"$9,150,400.00","$4,584,400.00","$9,150,400.00","$9,150,400.00","$9,150,400.00","$9,150,400.00",National Munis,2019-09-25,0.18%,N/A,$0.58,2023-10-23,$0.05,2.52%,0.00,0.14,1500,8.51%,40%,20%,1099,$22.75,$23.19,N/A,N/A,60.66,C+,A-,N/A,B-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HYBL,SPDR Blackstone High Income ETF,Bond,"$124,740,000",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$6,777,956.85",$0.00,$0.00,"$6,791,979.00","$8,291,401.10","$8,291,401.10",High Yield Bonds,2022-02-16,0.70%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,495,16.23%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TIPZ,PIMCO Broad US TIPS Index ETF,Bond,"$121,113,000",-0.53%,"15,298",$51.59,-0.83%,No,False,-0.02%,1.99%,1.29%,-2.16%,2.28%,"$7,674,000.00",$0.00,"$7,674,000.00","$7,674,000.00","$10,997,000.00","$10,997,000.00",Inflation-Protected Bonds,2009-09-03,0.20%,N/A,$2.73,2023-11-01,$0.28,5.25%,0.00,0.19,44,44.85%,40%,20%,1099,$50.42,$52.02,$51.48,$51.77,52.28,C+,C+,A,B,C+,B,5.72,68.04%,33.99%,0.0,0.00%,0.00%
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,Bond,"$120,898,000",6.81%,"31,073",$21.60,-0.37%,No,False,0.23%,2.12%,10.34%,0.32%,N/A,"$6,379,800.00","$2,142,200.00","$6,379,800.00","$6,379,800.00","$6,379,800.00","$6,379,800.00",High Yield Bonds,2019-09-12,0.42%,N/A,$1.39,2023-10-23,$0.12,6.45%,0.00,0.48,166,18.61%,40%,20%,1099,$20.69,$21.80,$21.56,$21.67,60.75,B,B,N/A,C+,B,N/A,4.91,7.80%,22.09%,264.58,10.32%,2.65%
PICB,Invesco International Corporate Bond ETF,Bond,"$118,787,000",1.78%,"32,448",$21.12,-0.85%,No,False,0.48%,2.53%,8.50%,-8.27%,-2.10%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Corporate Bonds,2010-06-03,0.50%,N/A,$0.49,2023-10-23,$0.04,2.30%,0.00,0.47,1000,6.75%,40%,20%,1099,$20.33,$21.34,$21.05,$21.22,54.12,B-,C,C+,C,C,B+,7.54,95.87%,88.72%,91.94,12.80%,4.30%
HYHG,ProShares High Yield-Interest Rate Hedged ETF,Bond,"$117,872,000",10.67%,"9,624",$61.40,-0.26%,No,False,-0.47%,1.26%,12.25%,5.80%,3.71%,"$3,067,845.00","$1,531,080.00","$1,531,080.00","$3,067,845.00","$3,067,845.00","$3,067,845.00",High Yield Bonds,2013-05-21,0.50%,Charles Schwab,$3.71,2023-11-01,$0.34,6.06%,0.00,0.40,217,14.59%,40%,20%,1099,$59.78,$61.81,$59.60,$62.46,57.45,B+,C+,C,C,A-,B,5.12,22.25%,24.98%,352.14,7.03%,2.33%
EMBD,Global X Emerging Markets Bond ETF,Bond,"$117,441,000",1.97%,"34,976",$20.93,-0.66%,No,False,-0.12%,2.22%,8.66%,-3.43%,N/A,"-$3,999,780.47","-$2,700.04","$33,543.74","-$3,999,780.47","-$4,018,323.22","-$4,018,323.22",Emerging Markets Bonds,2020-06-01,0.39%,N/A,$1.03,2023-11-03,$0.09,4.91%,0.00,0.48,185,17.16%,40%,20%,1099,$20.13,$21.17,$20.84,$21.07,54.16,N/A,B,N/A,N/A,C,N/A,4.2,45.24%,6.58%,1715.42,2.61%,0.54%
UTEN,US Treasury 10 Year Note ETF,N/A,"$114,760,000",-3.32%,"49,885",$42.54,-1.09%,No,False,0.22%,1.57%,-1.08%,N/A,N/A,"$106,941,393.00","$47,543,412.00","$58,070,374.00","$108,345,408.00","$99,376,050.00","$99,376,050.00",N/A,2022-08-09,0.15%,N/A,$1.62,2023-11-01,$0.13,3.81%,0.00,-0.76,2,100.00%,40%,20%,1099,$41.11,$43.04,$42.39,$42.80,50.67,A,A,C,B+,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DMBS,DoubleLine Mortgage ETF,N/A,"$114,460,000",N/A,"13,630",$46.56,-0.64%,No,False,0.34%,1.11%,N/A,N/A,N/A,"$69,768,600.00","$3,722,800.00","$7,416,800.00","$69,768,600.00","$69,768,600.00","$69,768,600.00",N/A,2023-03-31,0.49%,N/A,$1.08,2023-11-01,$0.17,2.31%,N/A,N/A,59,34.13%,40%,20%,1099,$45.01,$47.08,$46.43,$46.80,50.89,B+,B+,N/A,B+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TBUX,T. Rowe Price Ultra Short-Term Bond ETF,Bond,"$112,609,000",4.84%,"6,424",$48.97,-0.04%,No,False,0.05%,0.54%,6.07%,N/A,N/A,"$1,222,463.88","$1,222,463.88","$1,222,463.88","$1,222,463.88","$2,468,586.90","$2,468,586.90",Total Bond Market,2021-09-28,0.17%,N/A,$2.28,2023-10-25,$0.22,4.66%,0.00,0.02,324,16.19%,40%,20%,1099,$48.68,$49.04,$48.95,$49.01,78.41,C+,A-,N/A,A,C,N/A,6.56,61.11%,53.64%,272.07,4.39%,1.37%
HYXF,iShares ESG Advanced High Yield Corporate Bond ETF,Bond,"$112,387,000",5.02%,"10,323",$43.15,-0.76%,No,False,0.59%,2.03%,8.63%,-0.99%,2.33%,"-$4,227,780.00",$0.00,"-$4,227,780.00","-$4,227,780.00","-$4,227,780.00","-$4,227,780.00",High Yield Bonds,2016-06-14,0.35%,N/A,$2.65,2023-11-01,$0.24,6.15%,0.00,0.36,1000,7.21%,40%,20%,1099,$41.36,$43.58,$43.03,$43.37,57.06,B,B+,C+,B-,A,N/A,5.98,93.58%,38.71%,120.27,0.90%,5.30%
OWNS,Impact Shares Affordable Housing MBS ETF,Bond,"$112,192,000",-2.62%,"9,130",$16.25,-0.79%,No,False,0.22%,1.40%,0.93%,N/A,N/A,"$1,612,147.74","$14,153.62","-$35,333.16","$1,612,147.74","$1,610,553.68","$1,610,553.68",Mortgage Backed Securities,2021-07-21,0.30%,N/A,$0.51,2023-09-26,$0.13,3.14%,0.00,0.25,221,23.61%,40%,20%,1099,$15.60,$16.44,$16.19,$16.35,51.49,N/A,A,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
